doc_id,Title,Abstract,Year
35709281,Clues to long COVID.,Scientists strive to unravel what is driving disabling symptoms.,2022
35699621,Immune boosting by B.1.1.529 ,"The Omicron, or Pango lineage B.1.1.529, variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) carries multiple spike mutations with high transmissibility and partial neutralizing antibody (nAb) escape. Vaccinated individuals show protection against severe disease, often attributed to primed cellular immunity. We investigated T and B cell immunity against B.1.1.529 in triple BioNTech BNT162b2 messenger RNA-vaccinated health care workers (HCWs) with different SARS-CoV-2 infection histories. B and T cell immunity against previous variants of concern was enhanced in triple-vaccinated individuals, but the magnitude of T and B cell responses against B.1.1.529 spike protein was reduced. Immune imprinting by infection with the earlier B.1.1.7 (Alpha) variant resulted in less durable binding antibody against B.1.1.529. Previously infection-naïve HCWs who became infected during the B.1.1.529 wave showed enhanced immunity against earlier variants but reduced nAb potency and T cell responses against B.1.1.529 itself. Previous Wuhan Hu-1 infection abrogated T cell recognition and any enhanced cross-reactive neutralizing immunity on infection with B.1.1.529.",2022
35679395,Immuno-epidemiology and the predictability of viral evolution.,Understanding viral evolution depends on a synthesis of evolutionary biology and immuno-epidemiology.,2022
35653468,Zeroing out on zero-COVID.,"There is no such thing as ""zero-COVID."" As the Omicron variant spreads to China's capital city, Beijing, the question is not if, but when and how, China will begin to ""live with COVID-19"" rather than continue to impose endless lockdowns. The problem is that under China's stifling political climate, this notion cannot be uttered, let alone debated. How did a country with a history of deep respect for science and a laser focus on becoming a global powerhouse in technology and innovation fall into such isolation from the rest of the world?",2022
35617418,"Coronavirus, adenovirus, or both? Hepatitis poses mystery.",Researchers scramble for data on the cause-and therefore the treatment-of liver disease in children.,2022
35617411,Mental health care 2.0.,"While the COVID-19 pandemic has been a burden for our mental health, it also led to a surge in mental health care innovation. Appointments by telephone or video, as well as web- and app-based tools, have become part of a digital mental health revolution. Last year, US venture capitalists invested $5.1 billion in this area, a fivefold increase from 2019. But is this surge in activity actually leading to improvements for those with the greatest needs?",2022
35608456,Analysis of 6.4 million SARS-CoV-2 genomes identifies mutations associated with fitness.,Repeated emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants with increased fitness underscores the value of rapid detection and characterization of new lineages. We have developed PyR,2022
35608440,Twin peaks: The Omicron SARS-CoV-2 BA.1 and BA.2 epidemics in England.,Rapid transmission of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Omicron variant has led to record-breaking incidence rates around the world. The Real-time Assessment of Community Transmission-1 (REACT-1) study has tracked SARS-CoV-2 infection in England using reverse transcription polymerase chain reaction (RT-PCR) results from self-administered throat and nose swabs from randomly selected participants aged 5 years and older approximately monthly from May 2020 to March 2022. Weighted prevalence in March 2022 was the highest recorded in REACT-1 at 6.37% (,2022
35587986,'COVID-ization' of research levels off.,"Researchers who pivoted from distant disciplines produced lower impact work, study finds.",2022
35587962,Do you hate your face mask? There's hope.,A U.S. government contest has 10 companies competing to make better face coverings.,2022
35549399,New subvariants are masters of immune evasion.,Vaccines and prior infection still prevent severe disease from new SARS-CoV-2 strains.,2022
35511985,Rapid response modeling of SARS-CoV-2 transmission.,What can modelers learn from recent history to help prepare for the next pandemic?,2022
35511944,It ain't over 'til it's over.,"The Biden administration is sheepishly waving a checkered flag on the pandemic. If you look closely, you can see its members cringing as they do so. Chief Medical Advisor Anthony Fauci told the PBS Newshour that the United States was ""out of the pandemic phase"" and then walked it back, saying he meant that the ""acute component"" of the pandemic phase was over. President Biden attended the likely superspreading White House Correspondents' Dinner last weekend but skipped cocktails and the meal, opting to just give his talk. Fauci avoided the whole affair. Meanwhile, Vice President Harris continued to isolate after her positive COVID-19 test, and many members of Congress and the administration announced positive test results as well. All of this happened while the White House allowed a renegade federal judge in Florida (where else?) to end the nationwide mask mandate without much of a fight. These mixed messages have been emanating from the administration for months now, and although those with resources have tools to manage COVID-19, care needs to be taken that those without such means are not forgotten.",2022
